id,name,city,country,iata_code,icao_code,latitude,longitude,altitude,timezone_offset,dst,tz,type,source,language
13020,Хванге (Город) Аэропорт,Хванге,Зимбабве,WKI,FVWT,-18.362967,26.519791,2500,2,N,\N,airport,OurAirports,ru
13022,Гавань (общественная) Вертодром,Ванкувер,Канада,\N,CBC7,49.2868921105,-123.106112257,2,-8,A,\N,airport,OurAirports,ru
13023,Вертодром Виктория-Харбор (Кэмел-Пойнт),Виктория,Канада,\N,CBF7,48.41809844970703,-123.38800048828125,15,-8,A,\N,airport,OurAirports,ru
13032,Аэропорт Шушенское,Шушенское,Россия,\N,UNAU,53.3849983215332,92.04499816894531,0,8,E,\N,airport,OurAirports,ru
13066,Аэропорт Штоккерау,Штоккерау,Австрия,\N,LOAU,48.40999984741211,16.191699981689453,686,1,E,\N,airport,OurAirports,ru
13069,Клайпедский аэропорт,Клайпеда,Литва,KLJ,EYKL,55.7118988037,21.242799758900002,59,2,E,\N,airport,OurAirports,ru
13072,Аэропорт округа Айова,МИНЕРАЛЬНАЯ ТОЧКА,Соединенные Штаты,\N,KMRJ,42.886799,-90.236198,1171,-5,A,\N,airport,OurAirports,ru
13074,Муниципальный аэропорт Вест-Бенд,ВЕСТ-БЕНД,Соединенные Штаты,ETB,KETB,43.4221992493,-88.1278991699,887,-5,A,\N,airport,OurAirports,ru
13075,Региональный аэропорт Гейлорд,ГЕЙЛОРД,Соединенные Штаты,GLR,KGLR,45.013500213600004,-84.7035980225,1328,-4,A,\N,airport,OurAirports,ru
13077,Андерсон Муниципальный Дарлингтон Филд,АНДЕРСОН,Соединенные Штаты,AID,KAID,40.10860061649999,-85.6129989624,919,-4,A,\N,airport,OurAirports,ru
13078,Аэропорт Сенеж,Нови Сад,Сербия,QND,LYNS,45.385799,19.839199,266,1,E,\N,airport,OurAirports,ru
13079,Аэропорт Грюндарфьордюр,Грюндарфьордур,Исландия,GUU,BIGF,64.99140167236328,-23.224700927734375,17,0,U,\N,airport,OurAirports,ru
13080,Муниципальный аэропорт Прейри-дю-Чен,Прейри-дю-Шьен,Соединенные Штаты,PCD,KPDC,43.019298553467,-91.12370300293,661,-6,A,\N,airport,OurAirports,ru
13097,Каскад Вертодром,Кобок,Индонезия,\N,WA98,47.512346,-120.488691,860,9,U,\N,airport,OurAirports,ru
13098,Вертодром Эйр Орландо,Орландо,Соединенные Штаты,\N,2FD7,28.43560028076172,-81.47309875488281,120,-5,A,\N,airport,OurAirports,ru
13106,Вертодром Торсхавн/Боданес,Торсхавн,Фарерские острова,\N,EKTB,62.02170181274414,-6.757420063018799,68,0,E,\N,airport,OurAirports,ru
13112,Очиваронго аэропорт,Очиваронго,Намибия,OTJ,FYOW,-20.434700012207,16.660800933838,4859,2,U,\N,airport,OurAirports,ru
13114,РАФ Мона,Мона,Великобритания,\N,EGOQ,53.258598,-4.37355,202,0,E,\N,airport,OurAirports,ru
13120,Rerik-Zweedorf Airport,Рерик,Германия,\N,EDCR,54.08194351196289,11.64916706085205,30,1,E,\N,airport,OurAirports,ru
13121,Фазенда Аэропорт Ватикано,Круз,Бразилия,\N,SSVV,-21.294443,-56.11861,1050,-3,U,\N,airport,OurAirports,ru
13123,Аэропорт Стэнли Каунти,Альбемарль,Соединенные Штаты,\N,KVUJ,35.416698455811,-80.150802612305,609,-4,A,\N,airport,OurAirports,ru
13124,Аэропорт округа Дэвидсон,Лексингтон,Соединенные Штаты,\N,KEXX,35.78110122680664,-80.30380249023438,733,-4,A,\N,airport,OurAirports,ru
13126,Аэропорт Виндвуд Fly-In Resort,Дэвис,Соединенные Штаты,\N,WV62,39.055099487300005,-79.43139648440001,3210,-4,A,\N,airport,OurAirports,ru
13127,Латан Стрип,Моксвилл,Соединенные Штаты,\N,5NC2,34.87630081176758,-80.61920166015625,575,-4,A,\N,airport,OurAirports,ru
13130,Аэропорт Дабл Игл II,Альбукерке,Соединенные Штаты,\N,KAEG,35.145198822021484,-106.79499816894531,5837,-6,A,\N,airport,OurAirports,ru
13131,Муниципальный аэропорт Сокорро,Сокорро,Соединенные Штаты,\N,KONM,34.022499084472656,-106.90299987792969,4875,-6,A,\N,airport,OurAirports,ru
13135,Бентонвилл Мунисипал-Луиза М. Тейден Филд,Бентонвилл,Соединенные Штаты,\N,KVBT,36.34569931,-94.21929932,1296,-5,A,\N,airport,OurAirports,ru
13137,Аэропорт Блю Ридж,Мартинсвилл,Соединенные Штаты,\N,KMTV,36.630699157714844,-80.01830291748047,941,-4,A,\N,airport,OurAirports,ru
13138,Аэропорт Маунт Эйри округа Сарри,Гора Эйри,Соединенные Штаты,\N,KMWK,36.45970154,-80.5530014,1249,-4,A,\N,airport,OurAirports,ru
13139,Региональный аэропорт Таос,Таос,Соединенные Штаты,TSM,KSKX,36.45819855,-105.6719971,7095,-6,A,\N,airport,OurAirports,ru
13142,Ратон Муниципальный Крюс Филд,Ратон,Соединенные Штаты,RTN,KRTN,36.74150085,-104.5019989,6352,-6,A,\N,airport,OurAirports,ru
13144,Аэропорт округа Раск,Ледисмит,Соединенные Штаты,\N,KRCX,45.49679946899414,-91.00050354003906,1238,-5,A,\N,airport,OurAirports,ru
13154,Перри Лефорс Филд,Пампа,Соединенные Штаты,PPA,KPPA,35.612998962402,-100.99600219727,3245,-5,A,\N,airport,OurAirports,ru
13155,Муниципальный аэропорт Уильяма Р. Пога,Песчаные источники,Соединенные Штаты,\N,KOWP,36.1753006,-96.15180206,892,-5,A,\N,airport,OurAirports,ru
13156,Региональный аэропорт округа Мэрион,Флиппин,Соединенные Штаты,FLP,KFLP,36.29090118,-92.59030151,719,-5,A,\N,airport,OurAirports,ru
13158,Аэропорт округа Хатчинсон,Боргер,Соединенные Штаты,BGD,KBGD,35.700901031499995,-101.393997192,3055,-5,A,\N,airport,OurAirports,ru
13176,Аэродром Будаёрс,Будайцы,Венгрия,\N,LHBS,47.451099,18.9806,397,1,E,\N,airport,OurAirports,ru
13177,Аэропорт Якабсаллас,Якабсаллас,Венгрия,\N,LHJK,46.74720001220703,19.605600357055664,348,1,E,\N,airport,OurAirports,ru
13180,Аэропорт Святой Елены,Лонгвуд,Великобритания,HLE,FHSH,-15.957725,-5.645943,1017,0,U,\N,airport,OurAirports,ru
13183,Бонн-Хангелар аэропорт,Санкт-Августин,Германия,BNJ,EDKB,50.7688903809,7.16333293915,197,1,E,\N,airport,OurAirports,ru
13188,Аэропорт Ноглики,Ноглики,Россия,NGK,UHSN,51.780102,143.139008,109,11,N,\N,airport,OurAirports,ru
13189,Аэропорт Санта-Инез,Санта-Инез,Соединенные Штаты,SQA,KIZA,34.60680008,-120.0759964,674,-8,A,\N,airport,OurAirports,ru
13192,Аэропорт Делинга,Хайси,Китай,HXD,ZLDL,37.125286,97.268658,9843,8,N,\N,airport,OurAirports,ru
13193,Аэропорт Цюнхай Боао,Кьонгхай,Китай,BAR,ZJQH,19.13824,110.454775,30,8,N,\N,airport,OurAirports,ru
13199,Нортхайм аэропорт,Нортхайм,Германия,\N,EDVN,51.706390380859375,10.039722442626953,404,1,E,\N,airport,OurAirports,ru
13209,Аэропорт Реджо-Эмилия,Реджо-Эмилия,Италия,\N,LIDE,44.698299,10.6628,152,1,E,\N,airport,OurAirports,ru
13210,Боуэн аэропорт,Боуэн,Австралия,ZBO,YBWN,-20.018299102783203,148.21499633789062,8,10,N,\N,airport,OurAirports,ru
13211,Уланкаб Цзинин аэропорт,Вуланчабу,Китай,UCB,ZBUC,41.129722,113.108056,0,8,N,\N,airport,OurAirports,ru
13212,Одиенне аэропорт,Одиенне,Берег Слоновой Кости,KEO,DIOD,9.5,-7.566999912261963,1365,0,U,\N,airport,OurAirports,ru
13214,Сигири аэропорт,Сигири,Гвинея,GII,GUSI,11.432999610901,-9.1669998168945,1296,0,N,\N,airport,OurAirports,ru
13215,Аэропорт Нзерекоре,Нзерекоре,Гвинея,NZE,GUNZ,7.8060193061829,-8.7017974853516,1657,0,N,\N,airport,OurAirports,ru
13227,Булгида,Брокман,Австралия,OCM,YBGD,-22.54,117.275,1871,8,O,\N,airport,OurAirports,ru
13229,Аэропорт Шаоян Уган,Шаоян,Китай,WGN,ZGSY,26.802,110.642,1444,8,N,\N,airport,OurAirports,ru
13230,9 мая - Аэропорт Тейшейра де Фрейтас,Тейшейра де Фрейтас,Бразилия,TXF,SNTF,-17.524499893188,-39.66849899292,344,-3,S,\N,airport,OurAirports,ru
13233,Аэропорт Спартанберг Даунтаун Мемориал,Спартангург,Соединенные Штаты,SPA,KSPA,34.915699005127,-81.956497192383,801,-5,A,\N,airport,OurAirports,ru
13243,Аэропорт Баджава Соа,Баджава,Индонезия,BJW,WATB,-8.70743498008,121.057426929,4326,8,U,\N,airport,OurAirports,ru
13248,Аэропорт Торгау-Бейльроде,Гранзее,Германия,\N,EDOG,51.570907,13.051641,0,1,E,\N,airport,OurAirports,ru
13249,Аннобон аэропорт,Сан-Антонио-де-Пале,Экваториальная Гвинея,NBN,FGAB,-1.410277,5.621944,82,1,N,\N,airport,OurAirports,ru
13257,Ренк аэропорт,Хуаншань,Китай,\N,HSRN,11.8324692723,32.810497283900006,1278,8,N,\N,airport,OurAirports,ru
13260,Ойо Олломбо аэропорт,Ойо,Конго (Браззавиль),OLL,FCOD,-1.226666,15.91,1073,1,N,\N,airport,OurAirports,ru
13263,База гидросамолетов Порт-Харди,Порт-Харди,Канада,\N,CAW5,50.71670150756836,-127.48300170898438,0,-8,A,\N,airport,OurAirports,ru
13265,Аэропорт Три-Сити,Парсонс,Соединенные Штаты,PPF,KPPF,37.32989883,-95.5062027,900,-6,A,\N,airport,OurAirports,ru
13266,Аэропорт Бун Неу,Пхонгсали,Лаос,PCQ,VLFL,21.6475,101.9,3050,7,N,\N,airport,OurAirports,ru
13267,Аэропорт округа Уэйкросс-Уэр,Уэйкросс,Соединенные Штаты,AYS,KAYS,31.2490997314,-82.39550018310001,142,-5,A,\N,airport,OurAirports,ru
13268,Международный аэропорт Блез Диань,Диасс,Сенегал,DSS,GOBD,14.67,-17.073333,290,0,N,\N,airport,OurAirports,ru
13269,Региональный аэропорт Среднего штата,Филипсбург,Соединенные Штаты,\N,KPSB,40.884399414062,-78.087303161621,1948,-5,A,\N,airport,OurAirports,ru
13271,Региональный аэропорт Большого Портсмута,Портсмут,Соединенные Штаты,PMH,KPMH,38.8404998779,-82.84729766850002,663,-5,A,\N,airport,OurAirports,ru
13306,Кунаварра аэропорт,Кунаварра,Австралия,\N,YCNQ,-37.28329849243164,140.8000030517578,0,9.5,O,\N,airport,OurAirports,ru
13307,Аэропорт Наракорте,Наракорте,Австралия,NAC,YNRC,-36.98529815673828,140.72500610351562,169,9.5,O,\N,airport,OurAirports,ru
13309,Аэропорт Камилла Митчелл Каунти,Камилла,Соединенные Штаты,\N,KCXU,31.212900161743164,-84.23680114746094,175,-5,U,\N,airport,OurAirports,ru
13311,Кларенвилл аэропорт,Кларенвилл,Канада,\N,CCZ3,48.27470016479492,-53.92390060424805,199,-3.5,A,\N,airport,OurAirports,ru
13315,Аэропорт Понта-Гросса - Команданте Антонио Амильтон Беральдо,Понта Гросса,Бразилия,PGZ,SSZW,-25.1847,-50.1441,2588,-3,S,\N,airport,OurAirports,ru
13334,Международный аэропорт Паленке,Паленке,Мексика,PQM,MMPQ,17.533153,-92.015484,200,-5,U,\N,airport,OurAirports,ru
13335,Калаундра: аэропорт,Калаундра,Австралия,CUD,YCDR,-26.799999237060547,153.10000610351562,12,10,N,\N,airport,OurAirports,ru
13336,Кларкс Пойнт аэропорт,Кларкс Пойнт,Соединенные Штаты,CLP,PFCL,58.83369827,-158.529007,80,-9,A,\N,airport,OurAirports,ru
13339,Оспика аэропорт,Уиллистон Лейк,Канада,\N,CBA9,56.275001525878906,-124.052001953125,2300,-8,A,\N,airport,OurAirports,ru
13341,Шарлоттаун аэропорт,Шарлоттаун,Канада,\N,CCH4,52.76499938964844,-56.1156005859375,209,-3.5,A,\N,airport,OurAirports,ru
13342,Дорис Лейк,Дорис Лейк,Канада,JOJ,CDL7,68.1252746582,-106.585281372,50,-7,A,\N,airport,OurAirports,ru
13344,Аэропорт Коста Эсмеральда,Тола,Никарагуа,ECI,MNCE,11.427542,-86.033361,84,-6,N,\N,airport,OurAirports,ru
13346,Аэропорт Монте-Кристи,Монтекристи,Доминиканская Республика,\N,MDMC,19.865299224900003,-71.6453018188,121,-4,N,\N,airport,OurAirports,ru
13347,Эль Папалон аэропорт,Сан-Мигель,Сальвадор,\N,MSSM,13.444100379943848,-88.12699890136719,283,-6,N,\N,airport,OurAirports,ru
13354,Аэропорт Сэндпойнт,Сэндпойнт,Соединенные Штаты,\N,KSZT,48.299499511719,-116.55999755859,2131,-8,A,\N,airport,OurAirports,ru
13355,Вертодром Атту,Атту,Гренландия,QGQ,BGAT,67.9406628551,-53.6218696833,32,-3,N,\N,airport,OurAirports,ru
13356,Вертодром Кангаатсиак,Кангаатсиак,Гренландия,QPW,BGKA,68.3126574861,-53.4602075815,17,-3,N,\N,airport,OurAirports,ru
13357,Вертодром Китсиссуарсьют,Китсиссуаркостюм,Гренландия,QJE,BGKT,68.85792599759999,-53.123295307199996,18,-3,N,\N,airport,OurAirports,ru
13358,Вертодром Ниакорнаарсук,Ниакорнаарсук,Гренландия,\N,BGNK,68.236381,-52.852148,152,-3,N,\N,airport,OurAirports,ru
13359,Вертодром Илиманак,Илиманак,Гренландия,XIQ,BGIL,69.0809150007,-51.1143153906,52,-3,N,\N,airport,OurAirports,ru
13360,Вертодром Кекертак,Кекертак,Гренландия,QQT,BGQE,69.9958611087,-51.3009166718,69,-3,N,\N,airport,OurAirports,ru
13361,Вертодром Саккак,Саккак,Гренландия,\N,BGSQ,70.011448,-51.932142,38,-3,N,\N,airport,OurAirports,ru
13363,Вертодром Сависсивик,Сависсивик,Гренландия,\N,BGSV,76.01861346460001,-65.1176834106,24,-4,N,\N,airport,OurAirports,ru
13364,Вертодром Сиорапалук,Сиорапалюк,Гренландия,\N,BGSI,77.7865173475,-70.6386566162,102,-4,N,\N,airport,OurAirports,ru
13365,Вертодром Ааппилатток (Каасуитсуп),Ааппилатток,Гренландия,\N,BGAG,72.8870298223,-55.5962866545,42,-3,N,\N,airport,OurAirports,ru
13366,Вертодром Иннарсьют,Иннаарсьют,Гренландия,\N,BGIN,73.1998953377,-56.0108166933,95,-3,N,\N,airport,OurAirports,ru
13367,Вертодром Кангерсуатсиак,Кангерсуатсиак,Гренландия,\N,BGKS,72.38109155069999,-55.53658604619999,112,-3,N,\N,airport,OurAirports,ru
13368,Вертодром Куллорсуак,Куллорсуак,Гренландия,\N,BGKQ,74.5780498288,-57.226828336699995,148,-3,N,\N,airport,OurAirports,ru
13369,Вертодром Нууссуак,Нууссуак,Гренландия,\N,BGNU,74.1098528514,-57.065037488899996,184,-3,N,\N,airport,OurAirports,ru
